"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"43","https://www.rcmp-grc.gc.ca/wam/media/2357/original/2c168d4c0917d51f7fb0949d325e23f7.pdf","2c168d4c0917d51f7fb0949d325e23f7.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\2c168d4c0917d51f7fb0949d325e23f7.pdf","ENCRYPTED","ENCRYPTED","TRUE","4","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","125.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"44","https://www.rcmp-grc.gc.ca/wam/media/1849/original/d42a72cbe2d7640a379741daab97d798.pdf","d42a72cbe2d7640a379741daab97d798.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\d42a72cbe2d7640a379741daab97d798.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"45","https://www.rcmp-grc.gc.ca/wam/media/3207/original/ca1b68fec88caa0e966628f2f9c54e90.pdf","ca1b68fec88caa0e966628f2f9c54e90.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\ca1b68fec88caa0e966628f2f9c54e90.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"46","https://www.rcmp-grc.gc.ca/wam/media/3205/original/c18b7b5ff791d6b247c70d9c264dca2e.pdf","c18b7b5ff791d6b247c70d9c264dca2e.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\c18b7b5ff791d6b247c70d9c264dca2e.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"47","https://www.rcmp-grc.gc.ca/wam/media/2433/original/2533f765ce54b209c2ede2962be4357c.pdf","2533f765ce54b209c2ede2962be4357c.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\2533f765ce54b209c2ede2962be4357c.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"48","https://www.rcmp-grc.gc.ca/wam/media/1105/original/0e2e6a7abd8838ee2e92b3835ae530df.pdf","0e2e6a7abd8838ee2e92b3835ae530df.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\0e2e6a7abd8838ee2e92b3835ae530df.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"49","https://www.rcmp-grc.gc.ca/wam/media/2361/original/1c7390aafe5a58a3c2d2e759cf51d993.pdf","1c7390aafe5a58a3c2d2e759cf51d993.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\1c7390aafe5a58a3c2d2e759cf51d993.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"50","https://www.rcmp-grc.gc.ca/wam/media/1865/original/55e2381933003e6046d9fba1f54fa34c.pdf","55e2381933003e6046d9fba1f54fa34c.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\55e2381933003e6046d9fba1f54fa34c.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"51","https://www.rcmp-grc.gc.ca/wam/media/2435/original/1966743da5e4bd752352218b7023c715.pdf","1966743da5e4bd752352218b7023c715.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\1966743da5e4bd752352218b7023c715.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"52","https://www.rcmp-grc.gc.ca/wam/media/1101/original/7121ac3e63e9c32f4bb642c90442a113.pdf","7121ac3e63e9c32f4bb642c90442a113.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\7121ac3e63e9c32f4bb642c90442a113.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"53","https://www.rcmp-grc.gc.ca/wam/media/1168/original/91c94c5ccad5867c18e866663410fd2a.pdf","91c94c5ccad5867c18e866663410fd2a.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\91c94c5ccad5867c18e866663410fd2a.pdf","ENCRYPTED","ENCRYPTED","TRUE","21","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","14.285714285714285","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"54","https://www.rcmp-grc.gc.ca/wam/media/1732/original/53851a789163f9918882d34b165026a3.pdf","53851a789163f9918882d34b165026a3.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\53851a789163f9918882d34b165026a3.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
